state,rank,payer,payer_slug,as_reported,parent_org,payer_kind,lobs,approx_share_pct,share_basis,notes
PA,3,UPMC Health Plan (incl. UPMC for You),upmc-health-plan,,UPMC,commercial,commercial|medicare_advantage|managed_medicaid,10,"UPMC covers ~10% of total PA insured enrollment (Mark Farrah Associates brief, data as of June 30, 2024). All-lines membership ~4M+ incl. Medicaid (UPMC for You), MA (UPMC for Life), CHC.","Provider-owned; dominant in western PA head-to-head with Highmark, expanding into central PA. UPMC for You is among the largest statewide Medicaid MCOs."
PA,4,Aetna (CVS Health),aetna,Aetna,CVS Health,commercial,commercial|medicare_advantage,12,"CVS/Aetna covers ~12% of PA insured enrollment (Mark Farrah Associates brief, data as of June 30, 2024) — largely self-funded ASO.",Big national-account ASO plus MA. Lost its PA Medicaid (HealthChoices) contract in the 2022 re-procurement — no current PA Medicaid book.
PA,5,AmeriHealth Caritas Pennsylvania / Keystone First,amerihealth-caritas-pennsylvania-keystone-first,,AmeriHealth Caritas (owned by Independence Health Group + Blue Cross Blue Shield of Michigan),medicaid_mco,managed_medicaid,,"Keystone First alone = 461k / 55% of the SE HealthChoices zone (PA DHS BMCO enrollment report, Jan 2025); AmeriHealth Caritas PA adds the LC/NE/NW zones and Keystone First CHC adds MLTSS.",Largest Medicaid franchise in the state by combined brands. Separate provider contracts per brand/zone.
PA,6,Capital Blue Cross,capital-blue-cross,,Independent Blue licensee (Capital Blue Cross),commercial,commercial|medicare_advantage,,unverified: model knowledge — ~1M members in its 21-county central PA / Lehigh Valley service area; no published statewide % found this session.,"Third PA Blue licensee (central PA/Lehigh Valley), overlapping Highmark Blue Shield territory. Commercial + MA (BlueJourney)."
PA,7,Geisinger Health Plan,geisinger-health-plan,,Geisinger (Risant Health / Kaiser Foundation Hospitals),commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge — ~500-550k total members across commercial, MA (Geisinger Gold) and Medicaid (Geisinger Health Plan Family); HealthChoices MCO in LC/NE/NW/SE/SW zones per PA DHS 2025 MCO list (verified).",System-owned plan centered on central/northeastern PA. Parent Geisinger joined Risant Health (Kaiser) in 2024.
PA,8,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (incl. UnitedHealthcare Community Plan of PA),UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"HealthChoices MCO statewide expansion since 2022 award (PA DHS; 95k/11% of SE zone, Jan 2025 report). Commercial/MA share not separately published.",National ASO + MA + growing HealthChoices Medicaid book.
PA,9,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — significant self-funded national-account ASO book (esp. Philadelphia metro); no PA-specific published share found this session.,ASO-dominant; MA book divested to HCSC (2024). No PA Medicaid.
PA,10,Jefferson Health Plans (Health Partners Plans),jefferson-health-plans,,Jefferson Health,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"Health Partners = 254k / 30% of the SE HealthChoices zone (PA DHS BMCO enrollment report, Jan 2025); also NE/LC zone participation per 2025 MCO list.",Provider-sponsored (Jefferson); Medicaid-led with MA and small commercial/exchange entry. Second-largest SE-zone Medicaid MCO after Keystone First.
RI,1,Blue Cross & Blue Shield of Rhode Island,blue-cross-and-blue-shield-of-rhode-island,,Independent BCBS licensee,commercial,commercial|medicare_advantage,70,"~70% market share reported as leading health plan in RI (company/analyst profiles incl. LeadIQ & S&P coverage, 2024-2025) — reflects overall commercial dominance, not an all-lines regulator figure.",Dominant commercial carrier plus BlueCHiP Medicare (MA). No Medicaid line.
RI,2,Neighborhood Health Plan of Rhode Island,neighborhood-health-plan-of-rhode-island,,Nonprofit (founded by RI community health centers),medicaid_mco,managed_medicaid|commercial,,"Handled >50% of RI Medicaid managed care in FY2022 (Healthcare Dive, 2024); re-awarded MCO contract effective July 1, 2025 (EOHHS). ~200k+ total members historically.",Largest Medicaid MCO; also sells HealthSource RI exchange plans and runs the INTEGRITY Medicare-Medicaid Plan for duals.
RI,3,UnitedHealthcare,unitedhealthcare,UnitedHealthcare of New England,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"~30% of RI Medicaid managed care in FY2022 (Healthcare Dive, 2024); re-awarded Medicaid contract effective July 1, 2025. Commercial/MA share not published.",One of only two Medicaid MCOs from July 2025; plus employer ASO and MA.
RI,4,Tufts Health Plan,tufts-health-plan,,Point32Health,commercial,commercial|medicare_advantage,,"Held ~5% of RI Medicaid managed care in FY2022 (Healthcare Dive); lost the Medicaid contract effective July 1, 2025 and RITogether members transitioned (EOHHS/Healthcare Dive). Commercial share not published.",Post-2025 book is commercial (group + exchange) and MA only. Same parent as Harvard Pilgrim (Point32Health).
RI,5,Aetna (CVS Health),aetna,Aetna,"CVS Health (headquartered in Woonsocket, RI)",commercial,commercial|medicare_advantage,,unverified: model knowledge — employer ASO (incl. CVS's own RI workforce) and MA presence; no RI-specific published share found this session.,No RI Medicaid. MA plans available statewide.
RI,6,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — self-funded employer ASO book; no RI-specific share published.,ASO-dominant; no RI Medicaid or (post-HCSC sale) MA.
RI,7,Harvard Pilgrim Health Care (Point32Health),harvard-pilgrim-health-care,Harvard Pilgrim Health Care,Point32Health,commercial,commercial,,unverified: model knowledge — small RI commercial group book spilling over from MA/NH; no RI share published.,Same Point32Health parent as Tufts; combined Point32 RI book is modest. Credentialing consolidated under Point32Health.
RI,8,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage,,unverified: model knowledge — MA plans offered in RI with modest enrollment; no RI-specific figure verified this session.,MA-only presence; exited employer group commercial nationally (2023-2024).
RI,9,TRICARE East (Humana Military),tricare-east,TRICARE East Region (Humana Military),Humana Inc. (Humana Military),tricare,tricare,,"RI remained in the TRICARE East Region under Humana Military in the Jan 1, 2025 realignment (TRICARE Newsroom, 2024-2025).",Relevant for Naval Station Newport catchment; small but distinct network contract.
RI,10,PACE Organization of Rhode Island,pace-organization-of-rhode-island,,Independent nonprofit PACE,medicaid_mco,managed_medicaid|medicare_advantage,,"unverified: model knowledge — RI's sole PACE program, enrollment in the hundreds. Included only because the RI market has no larger #10 candidate; Commonwealth Care Alliance (CCA Health RI) exited MA effective Jan 1, 2025 (CCA announcements).",Very small; capitated Medicare+Medicaid program for nursing-home-eligible elders. Flagged low confidence as a top-10 entry — RI's payer market is effectively 8 material payers.
SC,1,BlueCross BlueShield of South Carolina,bluecross-blueshield-of-south-carolina,,Independent BCBS licensee (also parent of BlueChoice HealthPlan),commercial,commercial|medicare_advantage,,"SC ranks among the least-competitive commercial markets with BCBS the dominant carrier; BCBS held >75% of the SC large-group market in prior AMA Competition in Health Insurance editions (AMA study coverage, 2023-2024). Exact current all-lines % not published.",Overwhelmingly dominant commercial carrier (fully-insured + ASO incl. the State Health Plan TPA role) plus MA. Its subsidiary BlueChoice runs the Healthy Blue Medicaid MCO (listed separately).
SC,2,First Choice by Select Health of South Carolina,first-choice-by-select-health-of-south-carolina,,AmeriHealth Caritas,medicaid_mco,managed_medicaid,,unverified: model knowledge — long the largest Healthy Connections MCO (~350k+ members historically); contract confirmed on SCDHHS 2025 MCO list (verified) but current plan-level enrollment not published in sources reviewed.,Largest Medicaid MCO in the state; AmeriHealth Caritas' original flagship plan (operating since 1996).
SC,3,Humana,humana,Humana (incl. Humana Healthy Horizons in South Carolina),Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid,,"Healthy Connections MCO (Humana Benefit Plan of South Carolina, Inc.; SCDHHS/humana.com, 2025) plus one of the largest SC MA books. unverified: model knowledge on MA enrollment rank.",MA-led with a growing Medicaid line; also historically strong TRICARE/military-adjacent presence in SC.
SC,4,Absolute Total Care,absolute-total-care,,Centene Corporation,medicaid_mco,managed_medicaid|commercial|medicare_advantage,,"Healthy Connections MCO (SCDHHS 2025 list, verified); Healthy Connections Prime participant. unverified: model knowledge on ~180-200k Medicaid enrollment.","Centene's SC franchise: Medicaid (Absolute Total Care) + exchange (Ambetter) + MA (Wellcare) — separate brands, one parent."
SC,5,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage,,"unverified: model knowledge — top-2 national presence in SC employer ASO and MA; not a Healthy Connections MCO (absent from SCDHHS 2025 MCO list, verified).",Commercial ASO + large MA book; no current SC Medicaid contract.
SC,6,Healthy Blue South Carolina (BlueChoice HealthPlan),healthy-blue-south-carolina,,BlueChoice HealthPlan of South Carolina (BCBS SC subsidiary; historically administered in partnership with Amerigroup/Elevance),medicaid_mco,managed_medicaid,,"Healthy Connections MCO, rebrand of BlueChoice HealthPlan Medicaid (SCDHHS 2025 list, verified). Plan-level enrollment not published in sources reviewed. Elevance partnership detail is unverified: model knowledge.",Medicaid brand of the BCBS SC family — separate credentialing/contract from BCBS SC commercial.
SC,7,Molina Healthcare of South Carolina,molina-healthcare-of-south-carolina,,"Molina Healthcare, Inc.",medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"Healthy Connections MCO (SCDHHS 2025 list, verified); Healthy Connections Prime participant. unverified: model knowledge on ~120-150k enrollment.",Medicaid-led with exchange and D-SNP lines.
SC,8,Aetna (CVS Health),aetna,Aetna,CVS Health,commercial,commercial|medicare_advantage,,unverified: model knowledge — employer ASO plus MA presence in SC; no SC-specific published share found this session. Not a Healthy Connections MCO.,Commercial ASO + MA.
SC,9,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — self-funded employer ASO book; no SC-specific share published.,ASO-dominant; MA divested to HCSC (2024). No SC Medicaid.
SC,10,TRICARE East (Humana Military),tricare-east,TRICARE East Region (Humana Military),Humana Inc. (Humana Military),tricare,tricare,,"SC remained in the TRICARE East Region under Humana Military in the Jan 1, 2025 realignment (TRICARE Newsroom, 2024-2025).","Material covered-lives block given Fort Jackson, Shaw AFB, Joint Base Charleston, MCRD Parris Island. Distinct network/credentialing contract from Humana's MA/Medicaid lines."
SD,1,Wellmark Blue Cross and Blue Shield (IA & SD),wellmark-blue-cross-and-blue-shield,Wellmark Blue Cross and Blue Shield of South Dakota,"Wellmark, Inc.",commercial,commercial|medicare_advantage,40,"Total SD health market share, SD Division of Insurance data as compiled by Consumer Health Ratings, 2021",State BCBS licensee (same Wellmark parent as Iowa). Dominant commercial carrier (group + individual). Entered MA via Wellmark Advantage Health Plan. BlueCard host for out-of-state Blues members.
SD,2,Sanford Health Plan,sanford-health-plan,,Sanford Health,commercial,commercial|medicare_advantage,13.4,"Total SD health market share, SD Division of Insurance data as compiled by Consumer Health Ratings, 2021",Provider-sponsored plan of Sanford Health (Sioux Falls). One of the three carriers on the SD marketplace. MA product branded 'Align powered by Sanford Health Plan'. Note: 2021 share ranked below Avera; Sanford/Avera positions are close and vary by segment/year.
SD,3,Avera Health Plans,avera-health-plans,,Avera Health,commercial,commercial|medicare_advantage,16.6,"Total SD health market share, SD Division of Insurance data as compiled by Consumer Health Ratings, 2021 (16.6% was above Sanford's 13.4% that year; ranks 2/3 are effectively interchangeable)",Provider-sponsored plan of Avera Health (Sioux Falls). Absorbed DAKOTACARE (2016). Marketplace + group commercial; MA products in eastern SD.
SD,4,Medica,medica,,Medica (Minnesota-based nonprofit),medicare_advantage,commercial|medicare_advantage,8.2,"Total SD health market share, SD Division of Insurance data as compiled by Consumer Health Ratings, 2021",Regional carrier; one of the larger MA sellers in SD (statewide MA-PD offerings) plus some group business. Historically sold SD individual plans.
SD,5,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage,,Listed among SD MA carriers (healthinsurance.org / Forbes 2025-2026 MA guides); commercial ASO book unverified: model knowledge,"National carrier present in large-group/self-funded (incl. UMR TPA) and MA. SD MA enrollment ~72k statewide across all carriers (Sept 2024), so individual-carrier MA books are small."
SD,6,Aetna (CVS Health),aetna,Aetna,CVS Health,commercial,commercial|medicare_advantage,,Listed among SD MA carriers 2025-2026 (medicare.org/Forbes); commercial book unverified: model knowledge,National-account/self-funded commercial plus MA plans in parts of SD.
SD,7,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge (national self-funded ASO presence; not on SD marketplace or MA),Presence is essentially self-funded employer ASO for national accounts; no SD marketplace or MA products.
SD,8,Great Plains Medicare Advantage,great-plains-medicare-advantage,,Great Plains Health Plan (regional; parent affiliation unverified),medicare_advantage,medicare_advantage,,Listed among the six SD MA carriers (medicare.org 2026 county listings); enrollment unverified: model knowledge,SD-focused regional MA carrier (also ND/NE/IA counties). Small enrollment; include for MA credentialing completeness.
SD,9,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage|commercial,,unverified: model knowledge (Humana has offered PPO/group MA in SD but was not among the six individual-MA carriers listed for 2026),Low confidence on current SD footprint - primarily group/employer MA and national PPO; verify county availability before network work.
SD,10,TRICARE West (TriWest),tricare-west,TriWest Healthcare Alliance (TRICARE West Region),TriWest Healthcare Alliance,tricare,tricare,,unverified: model knowledge (TriWest assumed TRICARE West Region including SD effective Jan 2025),Military/TRICARE administrator (Ellsworth AFB population). Included for credentialing completeness; not a state-regulated commercial carrier.
TN,1,BlueCross BlueShield of Tennessee,bluecross-blueshield-of-tennessee,,"BlueCross BlueShield of Tennessee, Inc. (independent licensee)",commercial,commercial|medicare_advantage|managed_medicaid,42,"TN commercial market share, Becker's Payer Issues compilation of AMA Competition in Health Insurance data, 2024","Dominant across all lines: largest commercial carrier, largest TennCare MCO (BlueCare ~552k + TennCare Select), and significant MA (BlueAdvantage, BlueCare Plus D-SNP). Credential once for commercial/BlueCare networks but contracts differ."
TN,2,UnitedHealthcare,unitedhealthcare,UnitedHealthcare of Tennessee,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,TennCare share 29.9% (~439k) per TennCare 2025 Managed Care Program Annual Report; total-lives share across lines not published,"All three lines: major commercial in metros, one of three TennCare MCOs, large MA book."
TN,3,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge (large self-funded ASO book anchored by Memphis-area presence; marketplace carrier per forhealthinsurance.com 2026),"Large commercial/ASO presence (historic Memphis hub) + TN marketplace. NOTE: Cigna's Medicare Advantage business (the old HealthSpring TN book) was divested to HCSC in March 2025 - MA credentialing now flows to HCSC, not Cigna."
TN,4,Wellpoint Tennessee (Elevance Health),wellpoint-tennessee,,Elevance Health,medicaid_mco,managed_medicaid|medicare_advantage,,TennCare share 29.9% (~439k members) per TennCare 2025 Managed Care Program Annual Report,"TennCare MCO, rebranded from Amerigroup Jan 2024. Also sells MA/D-SNP in TN. Elevance has no TN Blue license (BCBST is independent)."
TN,5,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage|commercial,,Named among leading TN MA carriers (Forbes/NerdWallet 2026 TN MA guides); state MA share not published,One of the largest MA books in TN. Also administers TRICARE East (Humana Military) covering TN.
TN,6,Farm Bureau Health Plans (Tennessee),farm-bureau-health-plans,,Tennessee Farm Bureau,commercial,commercial,,"~190,000-200,000+ members per Farm Bureau Health Plans own published figures, 2024-2026",TN-only membership organization plan (since 1947). Much of its book is non-ACA-regulated coverage plus Medicare Supplement; still a materially large payer for TN practices.
TN,7,Aetna (CVS Health),aetna,Aetna,CVS Health,commercial,commercial|medicare_advantage,,unverified: model knowledge (national-account ASO + MA; listed among TN MA carriers by NerdWallet 2026),Commercial self-funded/national accounts plus MA across much of TN.
TN,8,Ambetter of Tennessee (Centene),ambetter-of-tennessee,,Centene Corporation,commercial,commercial|medicare_advantage,,"Listed among TN marketplace carriers (Celtic/Ambetter) for 2026, forhealthinsurance.com; enrollment unverified: model knowledge",ACA marketplace carrier; Centene also sells Wellcare MA in TN. Centene holds no TennCare contract.
TN,9,Oscar Health,oscar-health,Oscar Health (Tennessee),"Oscar Health, Inc.",commercial,commercial,,"Listed among six TN marketplace carriers for 2026, forhealthinsurance.com; enrollment unverified: model knowledge",Individual marketplace only (Nashville/Memphis metros primarily).
TN,10,Devoted Health,devoted-health,Devoted Health (Tennessee),"Devoted Health, Inc.",medicare_advantage,medicare_advantage,,Listed among 13 TN MA carriers (NerdWallet 2026); enrollment unverified: model knowledge,"Fast-growing MA entrant in TN metros. Other niche TN MA payers: Alliant Health Plans (marketplace), Zing Health, American Health Advantage of TN (I-SNP)."
TX,1,Blue Cross and Blue Shield of Texas (HCSC),blue-cross-and-blue-shield-of-texas,,Health Care Service Corporation,commercial,commercial|medicare_advantage|managed_medicaid,25,"Share of TX health/accident insurance market, Texas Department of Insurance data as reported by InsuranceNewsNet, 2022","Largest TX payer by a wide margin (>2x #2). All lines: dominant commercial (fully-insured + ASO), MA (expanded further after HCSC acquired Cigna's Medicare business in 2025), and a Medicaid STAR/CHIP book."
TX,2,UnitedHealthcare,unitedhealthcare,UnitedHealthcare of Texas,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,10,"Share of TX health/accident insurance market, Texas Department of Insurance data as reported by InsuranceNewsNet, 2022","Second-largest overall: large commercial/ASO, one of the biggest MA books in TX, and STAR/STAR+PLUS/STAR Kids MCO contracts."
TX,3,Superior HealthPlan (Centene),superior-healthplan,,Centene Corporation,medicaid_mco,managed_medicaid|commercial|medicare_advantage,,"Longest-standing TX MCO serving 9 SDAs plus the statewide STAR Health foster-care contract (HHSC service-area documents, 2025-2026); widely reported as the largest TX Medicaid MCO - exact enrollment not verified in this pass","Centene's TX flagship: ~1M+ Medicaid/CHIP lives (model knowledge), plus Ambetter marketplace and Wellcare MA under the same parent. Separate credentialing/contracting from Ambetter in practice."
TX,4,Aetna (CVS Health),aetna,Aetna (Texas),CVS Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge (top-4 national carrier with large TX ASO/fully-insured book, MA, and Aetna Better Health of Texas MCO)",Commercial + MA + Medicaid (Aetna Better Health STAR/CHIP in Tarrant/Bexar SDAs).
TX,5,Cigna Healthcare,cigna-healthcare,Cigna Healthcare (Texas),The Cigna Group,commercial,commercial,,unverified: model knowledge (large self-funded/ASO employer book in TX metros),Almost entirely commercial ASO after selling its MA business to HCSC (closed 2025) and exiting Medicaid (Cigna-HealthSpring STAR+PLUS book previously transferred).
TX,6,Humana,humana,Humana (Texas),Humana Inc.,medicare_advantage,medicare_advantage|commercial,,unverified: model knowledge (Humana is a top-2 national MA carrier with one of its larger state books in TX; KFF 2025 shows UHC+Humana = 46% of national MA),MA-dominant (individual + group + D-SNP) across TX metros; small remaining commercial presence.
TX,7,Wellpoint Texas (Elevance Health),wellpoint-texas,,Elevance Health,medicaid_mco,managed_medicaid|medicare_advantage,,"Serves 4 SDAs incl. STAR+PLUS (HHSC/Brevy Care MCO guides, 2025-2026); enrollment not verified in this pass","Major STAR+PLUS (LTSS) MCO, rebranded from Amerigroup. Also MA/D-SNP. Elevance holds no TX Blue license."
TX,8,Molina Healthcare of Texas,molina-healthcare-of-texas,,"Molina Healthcare, Inc.",medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"Serves 9 SDAs across STAR/STAR+PLUS/CHIP (HHSC/Brevy Care MCO guides, 2025-2026); enrollment not verified in this pass","Medicaid-led, plus marketplace and D-SNP/MMP-successor products."
TX,9,Baylor Scott & White Health Plan,baylor-scott-and-white-health-plan,,Baylor Scott & White Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge (largest provider-sponsored plan in TX, ~several hundred thousand lives across commercial/ASO, marketplace, MA, and a regional Medicaid book)",Provider-sponsored regional (Central/North TX). Narrow-network commercial + marketplace + MA.
TX,10,Community Health Choice (TX),community-health-choice,,Harris Health System (Harris County),medicaid_mco,managed_medicaid|commercial,,unverified: model knowledge (~350-400k members across STAR/CHIP and one of the largest Houston-area marketplace books); HHSC lists it among STAR+PLUS MCOs 2025-2026,"Houston-region nonprofit MCO + major local marketplace carrier. Comparable in size: Texas Children's Health Plan (~450k, Harris/Jefferson/NE SDAs) - arguably interchangeable with rank 10; also notable regionals: Parkland Community Health Plan (Dallas), Driscoll Health Plan (South TX), Cook Children's Health Plan (Tarrant), El Paso Health, Community First (San Antonio)."
UT,1,SelectHealth (Intermountain),selecthealth,,Intermountain Health,commercial,commercial|medicare_advantage|managed_medicaid,38,"Share of UT comprehensive health premium ($3.96B), Utah Insurance Department 2024 Health Insurance Market Report (Becker's/AMA put its commercial share at ~46% in 2024)","Dominant integrated payer (Intermountain). All lines: largest commercial + marketplace (~278k marketplace members), MA, and a Medicaid ACO contract."
UT,2,Regence BlueCross BlueShield of Utah (Cambia),regence-bluecross-blueshield-of-utah,,Cambia Health Solutions,commercial,commercial|medicare_advantage,12.6,"Share of UT comprehensive health premium ($1.31B), Utah Insurance Department 2024 Health Insurance Market Report",State Blue licensee; anchors PPO designs. Commercial (fully-insured + ASO/BlueCard) plus MA. No Medicaid line in UT.
UT,3,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (Utah),UnitedHealth Group,commercial,commercial|medicare_advantage,,Named among top UT MA carriers (forhealthinsurance.com/thepocketprotector 2026); commercial/ASO book unverified: model knowledge,Large-group/ASO (incl. UMR) plus one of the bigger UT MA books. No UT Medicaid ACO contract.
UT,4,PEHP Health & Benefits,pehp-health-and-benefits,,Utah Retirement Systems (public trust),commercial,commercial,,"unverified: model knowledge (self-funded public trust covering State of Utah employees, many political subdivisions and school districts - roughly 150k+ lives; not in DOI premium-based market shares because self-funded)",Self-funded public-employee trust with its own provider network and credentialing - a top-5 payer by lives that premium-based market reports undercount.
UT,5,Molina Healthcare of Utah,molina-healthcare-of-utah,,"Molina Healthcare, Inc.",medicaid_mco,managed_medicaid|commercial|medicare_advantage,,"One of four contracted Medicaid ACO plans (Utah DHHS, 2025); enrollment not verified in this pass",Medicaid ACO + CHIP + marketplace + D-SNP. Longstanding UT Medicaid incumbent.
UT,6,University of Utah Health Plans (Healthy U),university-of-utah-health-plans,,University of Utah Health,medicaid_mco,managed_medicaid|commercial,,Contracted Medicaid ACO (Healthy U) per Utah DHHS 2025; individual-marketplace scale per forhealthinsurance.com (SelectHealth + U of U Health Plans ~60% of UT individual marketplace),Provider-sponsored: Healthy U Medicaid ACO + CHIP + individual marketplace + employer plans.
UT,7,Aetna (CVS Health),aetna,Aetna (Utah),CVS Health,commercial,commercial|medicare_advantage,,Named among top UT MA carriers 2026 (thepocketprotector.com); commercial book unverified: model knowledge,National-account ASO plus MA along the Wasatch Front.
UT,8,Cigna Healthcare,cigna-healthcare,Cigna Healthcare (Utah),The Cigna Group,commercial,commercial,,unverified: model knowledge (self-funded ASO for multi-state employers; no UT marketplace or MA presence of note),ASO-only footprint in practice.
UT,9,EMI Health,emi-health,,Educators Mutual Insurance Association,commercial,commercial,,"unverified: model knowledge (long-standing UT regional carrier, historically education-sector group medical + dental; medical lives modest)",UT regional; heavy in school-district and small-group business (also a large dental writer - dental excluded from this ranking).
UT,10,Health Choice Utah,health-choice-utah,,Blue Cross Blue Shield of Arizona (acquired Health Choice from Steward),medicaid_mco,managed_medicaid,,One of four contracted Medicaid ACO plans (Utah DHHS 2025 provider training / member guide); parent attribution unverified: model knowledge,Smallest of the four Medicaid ACOs. Humana also sells MA in UT at comparable scale (verify if MA-focused). Parent-org lineage (Steward -> BCBSAZ) flagged low confidence - confirm before contracting.
VA,1,Anthem Blue Cross and Blue Shield of Virginia (Elevance),anthem-blue-cross-and-blue-shield-of-virginia,Anthem Blue Cross and Blue Shield Virginia / HealthKeepers (Elevance),Elevance Health,commercial,commercial|medicare_advantage|managed_medicaid,,"AMA Competition in Health Insurance (2024): Anthem holds the largest commercial share in most VA MSAs, ranging roughly 44-75% (e.g., Harrisonburg 75%, Blacksburg 66%, Virginia Beach-Norfolk 53%). No single statewide all-lines figure published.",Dominant statewide commercial carrier (HMO business runs through HealthKeepers Inc.); largest Cardinal Care MCO by enrollment and holder of the statewide Foster Care Specialty Plan under the July 2025 contract; also sells MA. Credential with HealthKeepers Inc. for HMO/Medicaid products.
VA,2,Sentara Health Plans (formerly Optima Health),sentara-health-plans,,Sentara Health,commercial,commercial|medicare_advantage|managed_medicaid,,"Sentara corporate materials (2024-2025): ~1 million members across commercial, Medicare, Medicaid (VA + a small FL book). AMA 2024 shows Sentara #2 in Hampton Roads (22% of Virginia Beach-Norfolk commercial market).",Provider-sponsored plan strongest in Hampton Roads; absorbed Virginia Premier. Cardinal Care MCO as Sentara Community Plan under the July 2025 contract. Rebranded from Optima Health in 2023.
VA,3,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage|managed_medicaid,,unverified: model knowledge (no statewide all-lines figure found in 2023-2026 searches),"Large commercial/ASO book (incl. the Innovation Health JV with Inova in northern VA and federal-employee business), incumbent Cardinal Care MCO (Aetna Better Health of Virginia, retained in the July 2025 contract), and MA."
VA,4,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge (national #1 carrier with substantial VA fully-insured + ASO, MA, and Medicaid books; no VA-specific all-lines figure found)","Incumbent Cardinal Care MCO (UnitedHealthcare of the Mid-Atlantic, retained in the July 2025 contract); significant MA and self-funded ASO presence statewide."
VA,5,CareFirst BlueCross BlueShield,carefirst-bluecross-blueshield,CareFirst BlueCross BlueShield (northern VA),CareFirst Inc.,commercial,commercial|medicare_advantage,,unverified: model knowledge (CareFirst is the BCBS licensee for the DC-adjacent northern Virginia counties; large federal-employee and commercial book there),"BCBS licensee ONLY for the northern Virginia suburbs of Washington DC (Anthem holds the rest of the state); heavy FEHB/BlueChoice presence. Credentialing runs through CareFirst, not Anthem, in that service area."
VA,6,Kaiser Permanente Mid-Atlantic States,kaiser-permanente-mid-atlantic-states,Kaiser Foundation Health Plan of the Mid-Atlantic States,Kaiser Permanente,commercial,commercial|medicare_advantage,,unverified: model knowledge (Kaiser Mid-Atlantic reports ~800k members across DC/MD/VA; the northern-VA slice is a few hundred thousand),Closed-model HMO in northern Virginia only; limited external credentialing (contracts mainly for out-of-plan/ancillary coverage).
VA,7,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial|medicare_advantage,,unverified: model knowledge (large national ASO/self-funded administrator with concentration in northern VA and Richmond employer accounts),"Mostly self-funded ASO lives; sold its Medicare Advantage business to HCSC (closed 2025), so MA is winding down under the Cigna brand."
VA,8,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid|tricare,,DMAS July 2025 CCMC implementation bulletins confirm Humana Healthy Horizons in Virginia as the new fifth MCO (absorbing Molina's members); MA position is model knowledge (Humana is a top-2 VA MA carrier).,"Major MA carrier; NEW Cardinal Care MCO effective July 1, 2025; Humana Military administers TRICARE East, which covers Virginia's large military population."
VA,9,Molina Complete Care (Molina Healthcare),molina-complete-care,,Molina Healthcare,medicaid_mco,managed_medicaid|medicare_advantage,,"DMAS bulletins (2025): Molina lost the CCMC rebid and exited June 30, 2025; members transitioned to Humana Healthy Horizons.","Was a top Medicaid MCO through mid-2025; now exiting/exited the VA Medicaid market. Keep in reference tables for run-out claims and any residual MA/marketplace presence, but deprioritize for new credentialing."
VA,10,Piedmont Community Health Plan,piedmont-community-health-plan,,Centra Health,commercial,commercial,,unverified: model knowledge (small provider-sponsored regional plan; included as the largest remaining Virginia-domiciled commercial payer after the carriers above),Lynchburg/central-VA regional plan sponsored by Centra Health. Low confidence on the #10 slot - the gap between the top 8 and everything else in VA is large.
